id,tenant_id,name,dataset_id,algorithm,task_type,status,target_column,feature_columns,hyperparameters,preset,metrics,feature_importance,predictions_sample,confusion_matrix,training_duration,model_path,is_deployed,market_area,created_at
0fda7499-c3fc-46b6-b4b5-eab34c6d5082,4c468ad9-aa48-4691-90f2-54651adcecc7,HealthPlus - PROPHET Analysis,98f88aa1-91e8-474b-b755-47af228898ed,prophet,timeseries,completed,,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""seasonality_mode"": ""multiplicative""}",fast,"{""mape"": 0.0767, ""rmse"": 11397.9}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]",,40339,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/prophet_3f0b1d5e-2323-4c36-aabf-4297b4a238a9.pkl,True,sales,2025-09-25 13:50:48.728648
c8fbef86-1749-4c27-be3f-4d5cc1621f07,4c468ad9-aa48-4691-90f2-54651adcecc7,HealthPlus - KMEANS Analysis,98f88aa1-91e8-474b-b755-47af228898ed,kmeans,clustering,completed,,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""n_clusters"": 4, ""init"": ""k-means++""}",accurate,"{""silhouette_score"": 0.5918, ""n_clusters"": 4}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]",,57920,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/kmeans_adb061b0-7dae-4ded-838e-2e3a7b6cb257.pkl,False,customers,2025-11-13 13:50:48.728705
075ae4f4-52bd-473f-b9cd-eadf7ec8defc,4c468ad9-aa48-4691-90f2-54651adcecc7,HealthPlus - RANDOM_FOREST Analysis,98f88aa1-91e8-474b-b755-47af228898ed,random_forest,regression,completed,revenue,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""n_estimators"": 300, ""max_depth"": 15}",fast,"{""r2_score"": 0.8145, ""rmse"": 9310.51, ""mae"": 5965.05}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]",,35606,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/random_forest_46a25e66-1168-4ea4-9e97-59964ab809c2.pkl,True,finance,2025-09-12 13:50:48.728761
8efc0726-9286-44cc-b384-05b95fa98974,4c468ad9-aa48-4691-90f2-54651adcecc7,Ecommerce Brasil - XGBOOST Analysis,32865d09-b9f3-474d-a685-02038171d822,xgboost,regression,completed,revenue,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 6}",accurate,"{""r2_score"": 0.9476, ""rmse"": 5984.18, ""mae"": 5818.35}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]",,27236,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/xgboost_1933d909-078c-4298-a4b1-991e73659da7.pkl,True,sales,2025-11-06 13:50:48.728839
b4484816-6766-4ea5-bd34-1191414a888a,4c468ad9-aa48-4691-90f2-54651adcecc7,Ecommerce Brasil - LIGHTGBM Analysis,32865d09-b9f3-474d-a685-02038171d822,lightgbm,classification,completed,churn,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""num_leaves"": 63, ""learning_rate"": 0.05}",fast,"{""accuracy"": 0.8671, ""precision"": 0.8538, ""recall"": 0.8306, ""f1"": 0.8451}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]","[[45, 5], [3, 47]]",21371,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/lightgbm_30f6640e-b145-421b-8e40-9d4110261f7d.pkl,True,marketing,2025-10-12 13:50:48.728876
68af54b0-0b7b-4b4b-a516-991b03504dcf,4c468ad9-aa48-4691-90f2-54651adcecc7,Ecommerce Brasil - PROPHET Analysis,32865d09-b9f3-474d-a685-02038171d822,prophet,timeseries,completed,,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""seasonality_mode"": ""multiplicative""}",accurate,"{""mape"": 0.0659, ""rmse"": 12565.01}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]",,40427,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/prophet_f6f4aaa4-74d0-4bb1-b872-8e7dae0c051c.pkl,True,sales,2025-11-26 13:50:48.728931
440027d2-c54c-4f76-b753-f79cf0a7381c,4c468ad9-aa48-4691-90f2-54651adcecc7,Ecommerce Brasil - KMEANS Analysis,32865d09-b9f3-474d-a685-02038171d822,kmeans,clustering,completed,,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""n_clusters"": 4, ""init"": ""k-means++""}",fast,"{""silhouette_score"": 0.4999, ""n_clusters"": 4}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]",,36546,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/kmeans_1b394e5f-a5f6-4c33-afed-036ada73d00a.pkl,True,customers,2025-10-17 13:50:48.728962
6536c806-1c9f-49f5-9975-a13be41f52d5,4c468ad9-aa48-4691-90f2-54651adcecc7,Ecommerce Brasil - RANDOM_FOREST Analysis,32865d09-b9f3-474d-a685-02038171d822,random_forest,regression,completed,revenue,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""n_estimators"": 300, ""max_depth"": 15}",fast,"{""r2_score"": 0.8247, ""rmse"": 5021.55, ""mae"": 5732.95}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]",,56384,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/random_forest_47d6e6d9-856a-49e7-ba31-8d76e73f5d22.pkl,False,finance,2025-11-01 13:50:48.728985
d659b5df-d1e6-4fb0-8a76-c1bc63050eb9,4c468ad9-aa48-4691-90f2-54651adcecc7,Dr. Silva Clínica - XGBOOST Analysis,2414661e-d6d1-4ef7-bfd5-6eb835a32e27,xgboost,regression,completed,revenue,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 6}",balanced,"{""r2_score"": 0.9045, ""rmse"": 12305.05, ""mae"": 8483.53}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]",,48376,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/xgboost_15dafc7d-232a-4456-8b81-c231b5d4bd7d.pkl,False,sales,2025-11-18 13:50:48.729009
552a53fe-71e5-484b-8103-716f8fa45303,4c468ad9-aa48-4691-90f2-54651adcecc7,Dr. Silva Clínica - LIGHTGBM Analysis,2414661e-d6d1-4ef7-bfd5-6eb835a32e27,lightgbm,classification,completed,churn,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""num_leaves"": 63, ""learning_rate"": 0.05}",fast,"{""accuracy"": 0.8767, ""precision"": 0.9162, ""recall"": 0.8495, ""f1"": 0.8688}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]","[[45, 5], [3, 47]]",54019,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/lightgbm_65154327-bdd5-4ea6-999e-b62b58bd2dd2.pkl,False,marketing,2025-11-30 13:50:48.729041
f8ac18ab-fb55-4257-93f7-7a913b59713b,4c468ad9-aa48-4691-90f2-54651adcecc7,Dr. Silva Clínica - PROPHET Analysis,2414661e-d6d1-4ef7-bfd5-6eb835a32e27,prophet,timeseries,completed,,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""seasonality_mode"": ""multiplicative""}",fast,"{""mape"": 0.0951, ""rmse"": 11519.95}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]",,39807,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/prophet_66c7e7c0-f055-47e4-9085-bdbd91fbd2c6.pkl,True,sales,2025-11-30 13:50:48.729062
0087aa4d-7d7a-4c87-96e5-ce83adddae8e,4c468ad9-aa48-4691-90f2-54651adcecc7,Dr. Silva Clínica - KMEANS Analysis,2414661e-d6d1-4ef7-bfd5-6eb835a32e27,kmeans,clustering,completed,,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""n_clusters"": 4, ""init"": ""k-means++""}",accurate,"{""silhouette_score"": 0.474, ""n_clusters"": 3}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]",,9490,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/kmeans_9bb50682-4c72-4ec1-bdec-35d92e3e06ed.pkl,True,customers,2025-09-12 13:50:48.729085
48444136-69fa-4d82-b40a-a90927147a1b,4c468ad9-aa48-4691-90f2-54651adcecc7,Dr. Silva Clínica - RANDOM_FOREST Analysis,2414661e-d6d1-4ef7-bfd5-6eb835a32e27,random_forest,regression,completed,revenue,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""n_estimators"": 300, ""max_depth"": 15}",fast,"{""r2_score"": 0.8606, ""rmse"": 14415.96, ""mae"": 6987.73}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]",,42940,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/random_forest_5134d210-13ec-4eca-9382-b540836f0769.pkl,True,finance,2025-09-19 13:50:48.729107
615f77b3-6b66-4964-aeb9-d9a0a314fc01,4c468ad9-aa48-4691-90f2-54651adcecc7,TechCorp Soluções Ltda - XGBOOST Analysis,d4345e7c-4365-4c05-8750-926552ac028f,xgboost,regression,completed,revenue,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 6}",fast,"{""r2_score"": 0.8629, ""rmse"": 10836.72, ""mae"": 6659.48}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]",,22089,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/xgboost_82e08718-5b10-41be-9635-78fe0305ab48.pkl,True,sales,2025-09-13 13:50:48.729130
661c04fa-ddbe-48d6-ab4b-8a76f452071d,4c468ad9-aa48-4691-90f2-54651adcecc7,TechCorp Soluções Ltda - LIGHTGBM Analysis,d4345e7c-4365-4c05-8750-926552ac028f,lightgbm,classification,completed,churn,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""num_leaves"": 63, ""learning_rate"": 0.05}",accurate,"{""accuracy"": 0.8783, ""precision"": 0.8319, ""recall"": 0.7957, ""f1"": 0.8781}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]","[[45, 5], [3, 47]]",34964,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/lightgbm_9ef2f2c7-6974-477a-821b-1abfae7d17ed.pkl,False,marketing,2025-11-28 13:50:48.729170
5083f6d0-df1e-44a8-bf2f-1434dae2c8d7,4c468ad9-aa48-4691-90f2-54651adcecc7,TechCorp Soluções Ltda - PROPHET Analysis,d4345e7c-4365-4c05-8750-926552ac028f,prophet,timeseries,completed,,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""seasonality_mode"": ""multiplicative""}",fast,"{""mape"": 0.0875, ""rmse"": 14989.18}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]",,11552,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/prophet_402dcdc6-0184-40a4-81b1-09f6e410c774.pkl,True,sales,2025-09-30 13:50:48.729192
1c86f981-f842-4579-9c8c-b8289eeadba2,4c468ad9-aa48-4691-90f2-54651adcecc7,TechCorp Soluções Ltda - KMEANS Analysis,d4345e7c-4365-4c05-8750-926552ac028f,kmeans,clustering,completed,,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""n_clusters"": 4, ""init"": ""k-means++""}",fast,"{""silhouette_score"": 0.6018, ""n_clusters"": 3}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]",,27872,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/kmeans_05e8a1fa-8fbd-49bf-a992-006f508e6bd8.pkl,True,customers,2025-11-06 13:50:48.729215
4f418ffd-76e2-4d72-8101-0243be3b5880,4c468ad9-aa48-4691-90f2-54651adcecc7,TechCorp Soluções Ltda - RANDOM_FOREST Analysis,d4345e7c-4365-4c05-8750-926552ac028f,random_forest,regression,completed,revenue,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""n_estimators"": 300, ""max_depth"": 15}",balanced,"{""r2_score"": 0.8427, ""rmse"": 9381.85, ""mae"": 6802.53}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]",,24825,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/random_forest_cbf88019-8058-43fb-84be-1a2719c4f23f.pkl,True,finance,2025-09-13 13:50:48.729237
8bf2aea6-a459-452f-81c9-887f40ca64cb,4c468ad9-aa48-4691-90f2-54651adcecc7,Padaria do João - XGBOOST Analysis,80d8617c-2df8-4155-8dcc-8511b7e1e732,xgboost,regression,completed,revenue,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 6}",accurate,"{""r2_score"": 0.8449, ""rmse"": 11633.89, ""mae"": 9572.51}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]",,13800,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/xgboost_e9660a0c-0cc5-405a-b518-83cfd7996d38.pkl,False,sales,2025-11-23 13:50:48.729261
f6194c77-edb2-4a60-9a0b-260ede46b817,4c468ad9-aa48-4691-90f2-54651adcecc7,Padaria do João - LIGHTGBM Analysis,80d8617c-2df8-4155-8dcc-8511b7e1e732,lightgbm,classification,completed,churn,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""num_leaves"": 63, ""learning_rate"": 0.05}",fast,"{""accuracy"": 0.9168, ""precision"": 0.8187, ""recall"": 0.8138, ""f1"": 0.839}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]","[[45, 5], [3, 47]]",27471,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/lightgbm_be469b29-83d6-4bd2-8f0c-38fa14838df9.pkl,True,marketing,2025-09-11 13:50:48.729309
9790dede-9b6f-4c8f-b92b-7452c29f6022,4c468ad9-aa48-4691-90f2-54651adcecc7,Padaria do João - PROPHET Analysis,80d8617c-2df8-4155-8dcc-8511b7e1e732,prophet,timeseries,completed,,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""seasonality_mode"": ""multiplicative""}",accurate,"{""mape"": 0.1112, ""rmse"": 11537.86}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]",,21457,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/prophet_f60c692a-bb7f-49ce-a14d-d7c3e4edcf78.pkl,True,sales,2025-11-26 13:50:48.729349
eb1d5cb5-bb69-4154-bf7c-4e710c8f0700,4c468ad9-aa48-4691-90f2-54651adcecc7,Padaria do João - KMEANS Analysis,80d8617c-2df8-4155-8dcc-8511b7e1e732,kmeans,clustering,completed,,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""n_clusters"": 4, ""init"": ""k-means++""}",accurate,"{""silhouette_score"": 0.5771, ""n_clusters"": 4}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]",,7889,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/kmeans_01a74af8-f7fc-4a8a-a3b5-e5cc13606d43.pkl,True,customers,2025-10-26 13:50:48.729374
13e99681-04d8-4352-b8a4-7850f711ec9e,4c468ad9-aa48-4691-90f2-54651adcecc7,Padaria do João - RANDOM_FOREST Analysis,80d8617c-2df8-4155-8dcc-8511b7e1e732,random_forest,regression,completed,revenue,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""n_estimators"": 300, ""max_depth"": 15}",fast,"{""r2_score"": 0.8956, ""rmse"": 7619.55, ""mae"": 8188.62}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]",,41154,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/random_forest_7e667e57-9003-421d-8d3d-263e72ab6c49.pkl,False,finance,2025-09-27 13:50:48.729397
1d7c74f8-64f4-4417-a9b4-77e81e13761c,4c468ad9-aa48-4691-90f2-54651adcecc7,Ana Maria Silva (Consultoria) - XGBOOST Analysis,def47ec9-d868-440f-b7e8-0c4b2c3bdadb,xgboost,regression,completed,revenue,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 6}",fast,"{""r2_score"": 0.8168, ""rmse"": 14450.51, ""mae"": 7837.14}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]",,14768,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/xgboost_f335ca4d-4103-4a1e-8417-5166d9ea283d.pkl,True,sales,2025-10-21 13:50:48.729420
e3658fb5-2f3b-494f-93eb-992c05d93c72,4c468ad9-aa48-4691-90f2-54651adcecc7,Ana Maria Silva (Consultoria) - LIGHTGBM Analysis,def47ec9-d868-440f-b7e8-0c4b2c3bdadb,lightgbm,classification,completed,churn,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""num_leaves"": 63, ""learning_rate"": 0.05}",accurate,"{""accuracy"": 0.8997, ""precision"": 0.8516, ""recall"": 0.785, ""f1"": 0.8528}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]","[[45, 5], [3, 47]]",57174,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/lightgbm_9d844e3f-720c-4f3e-909f-c9389b330cd1.pkl,True,marketing,2025-10-23 13:50:48.729467
f4d829db-ad4a-465c-bd62-ccae0881aca8,4c468ad9-aa48-4691-90f2-54651adcecc7,Ana Maria Silva (Consultoria) - PROPHET Analysis,def47ec9-d868-440f-b7e8-0c4b2c3bdadb,prophet,timeseries,completed,,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""seasonality_mode"": ""multiplicative""}",fast,"{""mape"": 0.1009, ""rmse"": 12668.53}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]",,28178,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/prophet_b5a1acf9-2287-466f-bdda-06425e7982e6.pkl,False,sales,2025-09-19 13:50:48.729522
7e1e68cf-cd6b-487b-b274-54324b26acf3,4c468ad9-aa48-4691-90f2-54651adcecc7,Ana Maria Silva (Consultoria) - KMEANS Analysis,def47ec9-d868-440f-b7e8-0c4b2c3bdadb,kmeans,clustering,completed,,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""n_clusters"": 4, ""init"": ""k-means++""}",accurate,"{""silhouette_score"": 0.4964, ""n_clusters"": 3}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]",,15649,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/kmeans_2fdd57ab-ea9f-4dfb-b4dd-c32a4ac623e3.pkl,True,customers,2025-10-16 13:50:48.729554
9a5d469e-b062-4c76-8bc3-6f85a8960abf,4c468ad9-aa48-4691-90f2-54651adcecc7,Ana Maria Silva (Consultoria) - RANDOM_FOREST Analysis,def47ec9-d868-440f-b7e8-0c4b2c3bdadb,random_forest,regression,completed,revenue,"[""orders"", ""visits"", ""marketing_spend"", ""leads""]","{""n_estimators"": 300, ""max_depth"": 15}",fast,"{""r2_score"": 0.8269, ""rmse"": 14244.87, ""mae"": 8476.71}","{""marketing_spend"": 0.35, ""visits"": 0.28, ""orders"": 0.22, ""leads"": 0.15}","[{""actual"": 50000, ""predicted"": 48500}, {""actual"": 55000, ""predicted"": 56200}]",,31982,/models/4c468ad9-aa48-4691-90f2-54651adcecc7/random_forest_4089ce26-d9f8-4049-b7d4-e361d2169f13.pkl,True,finance,2025-11-03 13:50:48.729606
